ENTREZ_ID,GENESYMBOLS
11886,GRP19
11887,AT1G36060
11888,AT5G24230
11889,BSL2
11890,AT1G52870
11891,UMAMIT37
11892,CNGC19
11893,AT3G57460
11894,AT5G19230
11895,XGD1
11896,HTA13
11897,AT2G29065
11898,AT2G19550
11899,AT4G32295
11900,AT4G16800
11901,AT1G14210
11902,AT1G47485
11903,AT4G32330
11904,CYP710A4
11905,AT5G17680
11906,AT5G15980
11907,AT4G10130
11908,AT5G22490
11909,GAE4
11910,AT2G23950
11911,AT5G12980
11912,PDX1.2
11913,MYB10
11914,NAC063
11915,AT5G47060
11916,AT4G03000
11917,MYB106
11918,AT1G09470
11919,AT3G50570
11920,AT5G61490
11921,AT1G02813
11922,AT2G35430
11923,SWEET16
11924,AT5G16170
11925,AT5G01150
11926,AT3G63480
11927,SYP43
11928,AT4G39530
11929,AT2G24110
11930,AT5G10740
11931,NHL8
11932,PP2-A11
11933,AT3G17450
11934,LIN2
11935,HSF1
11936,MYB94
11937,AT4G14930
11938,G6PD1
11939,AT1G26450
11940,AT1G11320
11941,WIP3
11942,PPa5
11943,AT1G79160
11944,FC2
11945,AT5G15022
11946,NIMIN-2
11947,AT1G78940
11948,CRF5
11949,AATP1
11950,AT4G20720
11951,EXPA14
11952,AT5G64980
11953,AT3G06450
11954,Hop3
11955,AT4G08690
11956,AT2G24830
11957,GLN1;5
11958,AGL20
11959,AT5G42050
11960,VPS26A
11961,AT4G30410
11962,RBL15
11963,AT4G24480
11964,AT2G25560
11965,BGAL15
11966,AT2G46192
11967,AT4G30240
11968,AT1G35625
11969,TIM17-1
11970,ATLP-1
11971,AT1G51530
11972,AT5G02520
11973,PDE329
11974,VIP1
11975,AT5G14410
11976,AT5G42860
11977,AT1G35190
11978,LYK3
11979,UBC27
11980,ARI13
11981,AT3G10113
11982,AT4G09100
11983,AT1G32810
11984,AT3G58975
11985,AT1G52130
11986,RLP34
11987,PEL3
11988,CYP59
11989,AT5G46130
11990,AT4G15520
11991,AT5G26110
11992,PAP20
11993,AT4G30180
11994,MYB56
11995,CYP89A9
11996,ZIP9
11997,AT1G65820
11998,AT5G05360
11999,AT1G52618
12000,AT1G68710
12001,AT5G03850
12002,MIS12
12003,AT3G07810
12004,NF-YC9
12005,AT5G19050
12006,AT1G76070
12007,CBL10
12008,AT3G18870
12009,AT5G53080
12010,AT1G37050
12011,HR1
12012,AT5G51390
12013,MAG2
12014,AT3G55640
12015,AT1G26160
12016,GLIP1
12017,AT2G12040
12018,AT5G67430
12019,ALMT9
12020,AT3G17780
12021,AT5G51970
12022,AT3G07700
12023,ACP3
12024,AT3G60070
12025,AT3G21040
12026,AT5G05820
12027,AT4G01790
12028,AT2G36350
12029,AT5G42090
12030,RIN13
12031,UBC31
12032,CIPK19
12033,AT1G77260
12034,STP12
12035,Tic20-II
12036,GA20OX2
12037,AT4G24175
12038,AT4G22870
12039,AT5G60800
12040,AT4G12580
12041,DEL3
12042,ADF8
12043,AT3G24080
12044,ERF3
12045,UBP6
12046,NAC095
12047,RTFL14
12048,AT2G23880
12049,AT2G02590
12050,AT5G04270
12051,AT1G53410
12052,AT1G79600
12053,VIM4
12054,AT1G64430
12055,AT4G14350
12056,AT5G51440
12057,LSH4
12058,AT5G08390
12059,AT2G40085
12060,AT1G29220
12061,NRPB9A
12062,CLPR1
12063,EMB3003
12064,ADR1-L2
12065,AT3G54000
12066,AT1G52950
12067,MIR830
12068,MCM9
12069,AT2G47220
12070,AT2G14290
12071,AT3G52920
12072,AT1G63520
12073,NF-YC4
12074,ATPB
12075,AT1G77350
12076,AT1G80130
12077,AT1G55360
12078,AT5G17440
12079,AT2G28710
12080,AT3G59130
12081,MYB53
12082,AT5G04310
12083,COX17
12084,HXK2
12085,AT4G09520
12086,TAF14
12087,RPT2b
12088,AT1G29200
12089,GRF5
12090,MRH1
12091,AT1G29960
12092,AT1G78910
12093,ECA4
12094,SOFL2
12095,MTM1
12096,AT3G46450
12097,AT2G17760
12098,PDIL2-2
12099,PRD1
12100,AT4G03340
12101,HHP2
12102,AT1G29310
12103,AT4G32430
12104,AT4G31100
12105,AT5G66010
12106,ABCB28
12107,AT3G61210
12108,UBC29
12109,AT1G11362
12110,ATB' GAMMA
12111,AT2G14090
12112,AT4G04408
12113,GAD4
12114,AT3G21670
12115,AT3G49820
12116,UGT76C2
12117,AT5G02370
12118,AT2G27700
12119,AT3G03855
12120,AT4G25390
12121,AT5G35057
12122,AT3G21050
12123,CT-BMY
12124,AT3G23080
12125,AT1G16515
12126,HERK2
12127,AT5G58830
12128,AT2G23400
12129,LOG5
12130,AT1G61320
12131,TYRDC
12132,AT3G43574
12133,PSBD
12134,APG8H
12135,AT4G03260
12136,AT4G04280
12137,BRD4
12138,PUB49
12139,AT5G25550
12140,GA1
12141,ARGOS
12142,AT3G18310
12143,TZP
12144,AT1G34510
12145,AT3G25840
12146,AT5G58480
12147,ABCC6
12148,AT5G59970
12149,YLMG1-2
12150,SUFE2
12151,AT3G49480
12152,AT5G56368
12153,HSFB2A
12154,AT5G07040
12155,AT2G25760
12156,AT2G05914
12157,AT3G25495
12158,AT3G56540
12159,CNGC13
12160,AT2G41480
12161,AT4G06536
12162,AT3G18530
12163,AT3G60800
12164,NFU4
12165,AT4G35530
12166,AT5G46380
12167,MGE1
12168,NAT12
12169,AT5G67130
12170,CHB3
12171,CIL
12172,BGLU25
12173,AT5G16040
12174,A/N-InvB
12175,AT1G30475
12176,AT3G56470
12177,SOBER1
12178,AT1G17680
12179,AT5G51270
12180,LPAT4
12181,AT3G49100
12182,AT5G45170
12183,PSBTN
12184,AT1G20670
12185,AT2G16800
12186,SURF2
12187,DBR1
12188,UCH3
12189,AT1G77810
12190,AT1G02700
12191,AT3G15460
12192,AT4G01760
12193,AT1G05220
12194,AT5G39240
12195,CLL2
12196,AT5G16610
12197,AT3G55390
12198,HEXO3
12199,AT1G20390
12200,AT4G10030
12201,sks7
12202,NTF2B
12203,GR
12204,AT3G53930
12205,AT1G64065
12206,CYP705A8
12207,AT4G27880
12208,PKS1
12209,BEE3
12210,AT1G50740
12211,AT5G48620
12212,AT4G17540
12213,AT5G10110
12214,SDG35
12215,AT4G10060
12216,AT1G52220
12217,PAP18
12218,AT1G15770
12219,CRR4
12220,AT1G53110
12221,AT4G26960
12222,CLE20
12223,AT1G68280
12224,AT4G24275
12225,AT2G39950
12226,TRNS.2
12227,LTP5
12228,AT2G26500
12229,AT5G57610
12230,PDX2
12231,scpl30
12232,AT5G61990
12233,ALDH2B7
12234,AT5G37070
12235,MYBC1
12236,AT2G23755
12237,AT4G09670
12238,ZFWD1
12239,AT5G51370
12240,AT5G05350
12241,AT4G18540
12242,4CL1
12243,AT5G07810
12244,AT1G70630
12245,AT4G23680
12246,AT5G52940
12247,AT3G14025
12248,XRCC3
12249,AT5G13880
12250,AT3G24840
12251,AT4G29770
12252,AT4G32270
12253,IM
12254,A/N-InvA
12255,TRNY
12256,AT3G13410
12257,AT3G05550
12258,AT2G20940
12259,PAL3
12260,AT3G47660
12261,SUT4
12262,AT1G75490
12263,AT5G01910
12264,MLP31
12265,AT2G40020
12266,PIN5
12267,G3Pp5
12268,CGA1
12269,AT3G28840
12270,ATL5
12271,AT1G11670
12272,LDL2
12273,KAPP
12274,AT3G32377
12275,CTF2A
12276,AT5G35735
12277,ORP2B
12278,AT1G13810
12279,AT3G62640
12280,DHDPS1
12281,AT4G27020
12282,RAP74
12283,LIG1
12284,DR4
12285,AT4G27790
12286,GRF6
12287,CAT9
12288,AT2G40350
12289,LCR25
12290,AT5G59850
12291,AT2G22620
12292,AT5G10970
12293,AT2G19230
12294,AT3G10405
12295,AT5G17510
12296,AT1G17860
12297,GC4
12298,AT2G30620
12299,PSBT
12300,TIP2;2
12301,AT5G57710
12302,BSU1
12303,AT2G15880
12304,GSTU28
12305,AT3G15750
12306,TCP1
12307,AT3G10986
12308,RAD9
12309,AT2G32870
12310,PSKR2
12311,UGT84A2
12312,AT1G67700
12313,ATL2
12314,TAF4B
12315,SDE3
12316,AT5G35580
12317,AT3G52550
12318,AT4G10630
12319,APX3
12320,SKIP16
12321,PEX11C
12322,DWA1
12323,MKK9
12324,AT4G02100
12325,AT4G36000
12326,AT2G44640
12327,AT1G47340
12328,CPK9
12329,AT1G61830
12330,AT1G19830
12331,AT4G28100
12332,ABCI13
12333,PnsB1
12334,AT5G54145
12335,AGAL1
12336,AT2G05810
12337,MT1C
12338,CYCD3;3
12339,PHOS34
12340,MPL1
12341,RPS2
12342,SPP2
12343,LZF1
12344,AT5G16960
12345,AT5G39980
12346,RER1
12347,AT5G27700
12348,AT1G25988
12349,RS40
12350,AT2G25460
12351,AT4G20320
12352,EMB3147
12353,ERF9
12354,AT1G06340
12355,MYB110
12356,HAI3
12357,AT3G61370
12358,EMB1025
12359,AT3G15930
12360,AT5G14280
12361,AT1G13830
12362,AT1G54500
12363,ROPGEF1
12364,RPT5B
12365,AT4G36500
12366,AT1G32930
12367,AT1G26740
12368,AT4G29420
12369,AT3G22600
12370,AT3G06440
12371,AT1G74470
12372,ORP4A
12373,AT1G77885
12374,TBL35
12375,RPL10B
12376,MIR848
12377,AT5G62620
12378,SPL10
12379,HB-7
12380,AT1G24290
12381,AT2G40720
12382,MRB1
12383,EMB2261
12384,AT3G19080
12385,AT2G40820
12386,AT3G11770
12387,AT5G42010
12388,AT3G44800
12389,AT1G62490
12390,AT2G38420
12391,AT3G23550
12392,PPI2
12393,NF-YB13
12394,STY2
12395,AT5G46390
12396,AT4G17720
12397,PCNA1
12398,SAUR15
12399,AT2G38580
12400,MINE1
12401,AT3G28945
12402,SPX2
12403,AT5G04600
12404,AT1G78810
12405,AT1G27990
12406,AT5G47160
12407,AT1G48900
12408,AT1G55840
12409,AT3G52155
12410,AT1G76800
12411,AT1G61160
12412,AT5G33330
12413,MYB90
12414,PRPL35
12415,AT3G47540
12416,AT3G60540
12417,AT2G22070
12418,ERF14
12419,AT5G45020
12420,PIRL3
12421,AT2G07160
12422,AT4G04960
12423,AT1G26940
12424,CHR34
12425,AT5G50330
12426,CRR7
12427,GLP10
12428,HA9
12429,NRP1
12430,AT3G12170
12431,AT2G44870
12432,AT1G29370
12433,PSBI
12434,BRIZ2
12435,Hrd1B
12436,AT4G34480
12437,ZAT
12438,PYL6
12439,AT1G63480
12440,AT3G25855
12441,MES8
12442,AT3G04550
12443,AT2G05660
12444,emb2170
12445,AT2G41130
12446,AT2G44530
12447,5-FCL
12448,AT5G03640
12449,PP2A
12450,AT3G17130
12451,UGT73B2
12452,UGT72E1
12453,FRO1
12454,FLA12
12455,DCL2
12456,MSS1
12457,SUA
12458,AT5G57580
12459,PPD5
12460,AT1G68780
12461,AT4G21170
12462,AT1G11420
12463,AT1G15670
12464,RPOB
12465,HIR1
12466,AT2G05220
12467,LACS7
12468,AT1G71730
12469,AT4G11340
12470,AT1G75140
12471,AT5G05420
12472,CBR
12473,AT4G38070
12474,AT5G39600
12475,AT2G36290
12476,AT2G37470
12477,AT5G08430
12478,AT3G57350
12479,AT3G43510
12480,AT1G09157
12481,AT1G24030
12482,AT1G64760
12483,AT2G41170
12484,AT3G55350
12485,HSP60-2
12486,CDC45
12487,AT2G30700
12488,TEM1
12489,SCL5
12490,AT1G73885
12491,SKIP2
12492,AT4G20920
12493,AT5G22720
12494,AT4G30260
12495,HAI2
12496,ULT2
12497,CRK26
12498,AT3G25470
12499,TOC33
12500,AT3G24150
12501,AT4G26650
12502,AT3G26450
12503,AT2G20721
12504,AT5G04690
12505,MIM
12506,AT4G35810
12507,CLPX
12508,CcdA
12509,AT1G05430
12510,GDI2
12511,scpl48
12512,AT1G29240
12513,INDH
12514,AT1G49920
12515,SCAMP5
12516,CALS5
12517,HDG12
12518,AT1G13630
12519,AT1G10810
12520,AT2G20450
12521,DAG2
12522,PFA-DSP3
12523,AT2G02795
12524,AT1G29880
12525,U2AF35B
12526,AT2G14880
12527,AT5G65530
12528,AT2G14900
12529,AT5G03495
12530,CYP72A15
12531,AT3G04300
12532,AT1G15330
12533,HTB4
12534,AT1G67780
12535,AT2G22690
12536,AT2G02910
12537,AT4G16980
12538,LSM3A
12539,AT2G43580
12540,AT4G35270
12541,SUS5
12542,AT5G42720
12543,AT2G01275
12544,PLA2-DELTA
12545,COX19-2
12546,AT3G43444
12547,ARI4
12548,AT5G22580
12549,AT2G03810
12550,AT3G30805
12551,UBP27
12552,OFP12
12553,AT4G17245
12554,AT5G14260
12555,NARA5
12556,AT1G76960
12557,RHM3
12558,AT1G16445
12559,AT3G27540
12560,POLD4
12561,ATERDJ2A
12562,AT3G62970
12563,RFC2
12564,VAMP721
12565,PHS1
12566,AT3G22690
12567,CP33
12568,GDH2
12569,AT4G11910
12570,AT4G18150
12571,AT2G40316
12572,MES9
12573,AT4G16270
12574,AT3G29739
12575,AT5G59360
12576,sks17
12577,AT3G26922
12578,AT5G60430
12579,AT4G03130
12580,AT5G58620
12581,AT1G76965
12582,HSP60-3A
12583,AT2G05450
12584,AT3G49370
12585,AT5G11780
12586,NHL22
12587,GATA19
12588,AT2G19340
12589,FRO5
12590,AT1G06320
12591,AT4G31930
12592,ACC2
12593,scpl35
12594,AT1G77280
12595,AT1G26470
12596,AT5G18510
12597,AT4G10695
12598,SWC2
12599,AT2G33350
12600,RHC1A
12601,ABO5
12602,NA
12603,AT2G23093
12604,AT2G04865
12605,RABA1b
12606,AT5G66860
12607,TET5
12608,AT1G77890
12609,AT1G69400
12610,AT1G30260
12611,AT2G35605
12612,AT5G39350
12613,NFD1
12614,MUB6
12615,AT1G14800
12616,AT3G58720
12617,AT5G22875
12618,BAM7
12619,MKS1
12620,AT5G39410
12621,NA
12622,UCH2
12623,SEC1A
12624,AT2G04800
12625,AT4G30660
12626,AT2G39670
12627,CHX26
12628,PTB3
12629,GATA12
12630,AT1G48430
12631,AT5G03430
12632,AT5G17570
12633,MOT1
12634,AT1G07120
12635,AT2G06555
12636,PSAH2
12637,AT2G44710
12638,AT1G79529
12639,BLH11
12640,AT1G09390
12641,AT4G32420
12642,AT5G10920
12643,AT4G11950
12644,BGAL5
12645,AT3G47000
12646,UMAMIT29
12647,AT1G50830
12648,AT3G57170
12649,AT1G20410
12650,AT5G46140
12651,AT1G21510
12652,AT2G03550
12653,AT3G54080
12654,OTP70
12655,AT3G46320
12656,AT4G14819
12657,XERO1
12658,AT2G21460
12659,AT1G34060
12660,AT5G18250
12661,AT5G14460
12662,GHS1
12663,AT3G29230
12664,TOPP8
12665,AT1G29810
12666,AGG3
12667,AT1G02475
12668,MIR171c
12669,AT1G75170
12670,AT5G64220
12671,ECT8
12672,TADA
12673,AT3G56920
12674,AT3G02160
12675,AT1G08120
12676,AT2G41080
12677,ACLA-2
12678,TGH
12679,AT3G26550
12680,AT5G16740
12681,EX1
12682,AZG2
12683,AT4G39363
12684,AT5G05800
12685,TRM27
12686,PAP1
12687,MPK19
12688,AT3G07110
12689,AT4G23420
12690,AT5G04440
12691,AT1G50630
12692,AT1G68862
12693,BEH1
12694,AT5G42120
12695,KAO2
12696,NRPB9B
12697,AT1G55140
12698,HSP21
12699,VIT1
12700,AT3G10080
12701,AT5G35643
12702,RIP4
12703,EXPB3
12704,ATG3
12705,PDIL5-4
12706,AT4G04409
12707,PERK13
12708,AR192
12709,AT1G08310
12710,MIR164b
12711,ADR1-L3
12712,COBL1
12713,AT5G08310
12714,AT1G48450
12715,RKD5
12716,NUDT22
12717,AT5G35923
12718,AT5G15640
12719,HIT3
12720,FUS12
12721,AT3G11325
12722,AT2G32190
12723,CRK6
12724,ARPC4
12725,AT1G29290
12726,SADHU1-3
12727,AT1G01180
12728,PUR2
12729,AT5G66710
12730,AT2G17910
12731,AT2G16895
12732,AT1G07920
12733,NLA
12734,AT1G28930
12735,AT3G30580
12736,AT1G04490
12737,AT4G38040
12738,AT1G64255
12739,REM1
12740,EDA18
12741,CRR41
12742,CHLI2
12743,SGR2
12744,PES1
12745,GPDHp
12746,LHCB6
12747,AT5G09760
12748,AT3G45210
12749,AT4G19200
12750,AT3G46482
12751,GH9B12
12752,AT3G29633
12753,ATJ1
12754,AT3G10610
12755,bZIP6
12756,ROP10
12757,AT1G23510
12758,AT1G14455
12759,AT3G01360
12760,XTH28
12761,CUC1
12762,AT3G49140
12763,EXO70B2
12764,AT3G50040
12765,NVL
12766,AT3G01513
12767,AT5G39865
12768,AT1G74860
12769,AT1G70990
12770,AT4G07990
12771,PSBW
12772,RHA2A
12773,TLP1
12774,LBD22
12775,AT1G73350
12776,AACT1
12777,PBL1
12778,AT1G13670
12779,EP3
12780,PIL2
12781,DRIP1
12782,FAO3
12783,VHA-E2
12784,AT2G28150
12785,AT4G12830
12786,AT1G75370
12787,LLG3
12788,AT2G42140
12789,AT1G71070
12790,AT2G15960
12791,SMU2
12792,CRF3
12793,UXS5
12794,AT2G05518
12795,AT3G20930
12796,GR-RBP2
12797,TFIIB
12798,AT1G76740
12799,AT1G74360
12800,AT4G34380
12801,AT3G09870
12802,AT3G21310
12803,AT1G52820
12804,AT3G21481
12805,AT4G17810
12806,AT3G12340
12807,GLY3
12808,AT4G36600
12809,MYB63
12810,AT5G66290
12811,AT1G62880
12812,AT1G51035
12813,PEPC1
12814,UXS6
12815,URED
12816,AT4G12500
12817,MYB108
12818,ORF31
12819,SDP1-LIKE
12820,EME1A
12821,HEMA2
12822,NRT2.3
12823,AT5G28340
12824,AT2G39020
12825,ACR5
12826,CBL6
12827,PMR6
12828,NP1
12829,ARP7
12830,PSBP-2
12831,PDF1A
12832,PUX4
12833,AT4G15640
12834,AT1G04470
12835,AT2G40480
12836,AT4G39570
12837,CYP71A22
12838,AT1G79660
12839,RPS2
12840,AT2G43830
12841,AT2G30530
12842,AT1G76810
12843,AT3G07890
12844,FBA8
12845,AT4G27810
12846,TRM5
12847,AT4G13330
12848,HA8
12849,AT3G13560
12850,AT1G05670
12851,EMB2799
12852,PIRL4
12853,XTH18
12854,AT4G27680
12855,GA3OX1
12856,ABCG4
12857,WDL1
12858,AT5G58160
12859,MORF1
12860,PEX7
12861,RAV1
12862,AT1G13230
12863,MLP28
12864,AT4G21445
12865,ABCD2
12866,WRKY31
12867,AT1G51745
12868,BGLU27
12869,emb2738
12870,AT5G54930
12871,MYB62
12872,AT2G39920
12873,RABH1c
12874,AGO3
12875,ADH1
12876,CRR21
12877,RPP8
12878,AT1G70950
12879,COL9
12880,AT4G22410
12881,AT3G13224
12882,MAC5A
12883,AT3G14320
12884,AT2G35637
12885,DAR6
12886,KLCR3
12887,AT3G26760
12888,CYP81D11
12889,AT4G31650
12890,MAP1D
12891,DER1
12892,AT5G26320
12893,GH3.3
12894,AT3G25970
12895,FLA20
12896,AT1G74780
12897,AT5G03350
12898,AT4G06599
12899,AT2G03850
12900,AT5G64500
12901,XK-2
12902,AT1G75880
12903,AT4G14103
12904,ARK3
12905,HTR11
12906,IQD26
12907,AT4G24710
12908,AT2G37035
12909,HPT1
12910,AT4G39300
12911,XIJ
12912,TAS1B
12913,AT3G51400
12914,AT2G47350
12915,AT2G04790
12916,AT1G69150
12917,AT2G04360
12918,AT3G06145
12919,AT4G38900
12920,AT3G29736
12921,AT5G50310
12922,AT4G16660
12923,AT1G55340
12924,AT2G21130
12925,MTPB1
12926,ATE2
12927,KAC2
12928,AT3G46280
12929,AT5G22540
12930,NRT1.8
12931,AT5G02430
12932,AT5G23160
12933,AT2G31240
12934,AT3G43520
12935,AT2G11280
12936,AT1G66330
12937,HB21
12938,WRKY41
12939,AT59
12940,ATMS1
12941,AT-HSFA5
12942,AT1G23530
12943,TRM10
12944,AT4G17920
12945,ARI7
12946,AT1G14686
12947,AT3G20015
12948,PPD1
12949,AT3G56760
12950,IMPA-1
12951,AT5G23590
12952,bHLH104
12953,EXPA2
12954,PUX2
12955,AT2G29260
12956,AT3G13510
12957,maMYB
12958,AT5G50230
12959,ATUBC2-1
12960,AT4G32990
12961,AT4G02040
12962,MBD4
12963,AT3G42052
12964,DG1
12965,AT5G01390
12966,PFK3
12967,AT5G57460
12968,CYP76C1
12969,E13L3
12970,AT5G03400
12971,AT2G21960
12972,PTAC17
12973,AT3G10815
12974,AT4G01535
12975,ADK1
12976,AT5G58595
12977,pde191
12978,AT5G42670
12979,U1A
12980,AT5G42940
12981,RAB18
12982,RCI2A
12983,AT3G53590
12984,AT2G20060
12985,DML1
12986,SK21
12987,RABA2b
12988,AT5G60700
12989,AT3G03320
12990,ERF71
12991,AT1G64700
12992,AT3G12955
12993,PMSR1
12994,AT5G62130
12995,AT1G26240
12996,HEXO1
12997,GRF3
12998,AT1G72910
12999,AT1G62690
13000,AT1G71090
13001,AT5G03900
13002,AT2G25964
13003,SNG1
13004,NTRA
13005,COR15B
13006,SYP51
13007,AT5G59670
13008,AT5G09876
13009,AT3G55780
13010,LAC13
13011,AT5G01080
13012,AT3G30813
13013,AT3G10320
13014,AT1G03390
13015,AT3G02340
13016,FYPP3
13017,SHL1
13018,AT1G26218
13019,AT2G46170
13020,AT3G04500
13021,SGR4
13022,CRK16
13023,PME5
13024,FKD1
13025,SULTR3;2
13026,AT3G51230
13027,IPK2BETA
13028,HGL1
13029,NA
13030,CYP79F2
13031,AT4G16915
13032,COBL7
13033,AL5
13034,AT5G61412
13035,AT5G57230
13036,eEF-1Bb1
13037,AT5G35076
13038,RTFL21
13039,HSP81-3
13040,CYP82C2
13041,AT5G64320
13042,TBL14
13043,AT3G56510
13044,AT5G13230
13045,IDH-III
13046,AT2G01580
13047,ZAR1
13048,ROF1
13049,EMB140
13050,AT1G72510
13051,ER
13052,AT1G09660
13053,AT3G12260
13054,AT4G15700
13055,KT1
13056,CIPK21
13057,AT3G01570
13058,AT1G17345
13059,AT1G52780
13060,ABIL3
13061,AT5G57820
13062,UMAMIT45
13063,AT4G25770
13064,AT5G24610
13065,PRPL11
13066,TBL18
13067,ARR9
13068,AT1G66620
13069,FZR2
13070,PIP2;8
13071,AT3G16190
13072,SNRK2.2
13073,CYP81D3
13074,PAL1
13075,AT1G66910
13076,MEE67
13077,CSLA07
13078,KNATM
13079,AT2G43990
13080,AT4G22520
13081,BPM2
13082,AT5G25475
13083,AT2G15320
13084,AT5G17340
13085,STRS1
13086,PRF5
13087,AT2G30505
13088,AT1G62190
13089,GP ALPHA 1
13090,AT1G34750
13091,AT5G49945
13092,LTP2
13093,AT1G48560
13094,BHLH92
13095,AT1G44150
13096,AT2G04280
13097,AT5G52890
13098,MIR164c
13099,AGL85
13100,ALY2
13101,AT1G31850
13102,AT3G22845
13103,AT1G49450
13104,RAB18
13105,SMT1
13106,AT2G05560
13107,AT4G07868
13108,AT2G02780
13109,AT3G26040
13110,TFIIIA
13111,AT4G36150
13112,APK2A
13113,AT2G25950
13114,ROXY1
13115,AT1G10690
13116,AT4G12520
13117,AT4G28820
13118,AT4G37660
13119,SFR6
13120,AT2G27440
13121,AT1G01970
13122,AT1G19130
13123,AT1G77570
13124,GSH1
13125,ASHH1
13126,AT3G58020
13127,4CL5
13128,AT1G21580
13129,AT5G07170
13130,MAPKKK15
13131,AT1G52560
13132,AT1G23120
13133,SPL4
13134,OPT4
13135,AT1G06240
13136,AT1G15860
13137,GEX3
13138,AT5G49860
13139,RAP
13140,AT1G30340
13141,AT3G24670
13142,AT2G07180
13143,AT4G31060
13144,HSL1
13145,ABCG5
13146,CXE20
13147,Tic62
13148,RPS12
13149,AT3G07300
13150,AT1G08750
13151,AT2G27060
13152,SCPL43
13153,AT5G58390
13154,AT5G59740
13155,JAL33
13156,CHAL
13157,AT5G61120
13158,AT2G38260
13159,AT1G31870
13160,AT1G48360
13161,AT5G48550
13162,AT3G63240
13163,XTH31
13164,AT2G45320
13165,AT1G50760
13166,AT3G11620
13167,AT3G04160
13168,AT2G18850
13169,AT5G30495
13170,MIR447a
13171,AT1G28660
13172,AT2G31420
13173,AT2G06720
13174,MYB34
13175,PUP17
13176,ACS9
13177,LAX2
13178,AT4G19440
13179,AT2G18010
13180,AT5G25080
13181,AT5G22840
13182,AT1G49520
13183,ACX3
13184,AAH
13185,AGT
13186,LRL1
13187,AT4G09640
13188,PEI1
13189,AT3G25600
13190,AT5G09800
13191,GRXS13
13192,CML38
13193,AT4G16807
13194,CYP51G2
13195,APO2
13196,AT3G04210
13197,AT5G46080
13198,PDE318
13199,AT5G65380
13200,AT4G16180
13201,PIP5K5
13202,AT4G12600
13203,AT1G02270
13204,AT5G19970
13205,PSBY
13206,TOR1
13207,AT4G18070
13208,AT5G64830
13209,AT3G27360
13210,TBL30
13211,LIL3:2
13212,AT1G05370
13213,G6PD5
13214,AT5G26200
13215,ENODL2
13216,AT3G17160
13217,VPS20.1
13218,AT4G12530
13219,AT1G31910
13220,AT2G32280
13221,AT2G40770
13222,AT1G28350
13223,BI1
13224,AT1G77480
13225,AT2G11270
13226,MYB16
13227,scpl40
13228,AT5G45573
13229,AT5G65207
13230,RPP13
13231,AT4G13200
13232,AT3G04010
13233,AT1G11800
13234,AT2G33550
13235,AT3G53190
13236,AT3G20790
13237,SPHK2
13238,ABI4
13239,AT1G17340
13240,AT3G02790
13241,AT4G17790
13242,AT1G80960
13243,IMPL1
13244,AT5G60290
13245,AT4G01580
13246,AT1G60000
13247,PP2C52
13248,IWS1
13249,AT1G50000
13250,NF-YA5
13251,AT4G23205
13252,AT3G51570
13253,SBTI1.1
13254,AT3G53990
13255,TNO1
13256,AAP3
13257,SHOC1
13258,HB-2
13259,AT3G47670
13260,AT1G11210
13261,PLC5
13262,CYP721A1
13263,AT1G66880
13264,ABCG43
13265,HESO1
13266,AT3G06990
13267,LEA4-5
13268,emb1381
13269,BRXL1
13270,LYC
13271,AT3G10630
13272,AT1G43997
13273,AT3G48180
13274,AT1G60130
13275,AT4G04560
13276,AT5G61450
13277,WIN1
13278,IMD2
13279,PP2-A10
13280,AT1G71170
13281,AT3G18420
13282,CRD1
13283,AT3G58530
13284,AT5G15200
13285,MDAR4
13286,AT4G04614
13287,MYB72
13288,AT1G73480
13289,AT4G38215
13290,AT4G29440
13291,IDL4
13292,AT1G76270
13293,BIP2
13294,AT5G12040
13295,PETA
13296,AT3G01940
13297,AT1G27930
13298,AT2G38660
13299,RGXT1
13300,AT5G38890
13301,AT2G35540
13302,AT5G22390
13303,MYB23
13304,CIP4.1
13305,AT2G27610
13306,MSI2
13307,AT3G59110
13308,WRKY51
13309,AT1G72920
13310,PUB13
13311,GALS2
13312,CYCT1;3
13313,AT1G62050
13314,AT1G62860
13315,AT5G03377
13316,LPP2
13317,AT5G41750
13318,AT4G29030
13319,PSS1
13320,CYP707A2
13321,AT1G62320
13322,PGM
13323,AT5G57080
13324,AT2G36770
13325,AT3G27027
13326,AT3G45020
13327,AT1G22910
13328,HAI1
13329,CRF1
13330,AT5G50410
13331,TET4
13332,AT5G45620
13333,AT5G58375
13334,VLN5
13335,GI
13336,AT4G04170
13337,AT1G67180
13338,AT1G73770
13339,PFK6
13340,NRP1
13341,AT1G64540
13342,AT5G38230
13343,AT3G23160
13344,AT1G12010
13345,RPS10B
13346,SLG1
13347,AT5G66816
13348,FLS2
13349,AT5G27950
13350,AT1G02570
13351,ACBP1
13352,AT5G45880
13353,AT2G43140
13354,AT2G30380
13355,HEC1
13356,AT1G22040
13357,FRS3
13358,SDH4
13359,CSLB04
13360,AT1G48710
13361,AT3G10040
13362,AT5G53320
13363,AT3G51150
13364,AT5G22930
13365,AT5G03020
13366,AT4G17350
13367,HLECRK
13368,AT3G07570
13369,FZL
13370,AT1G63340
13371,AT1G09910
13372,DGK2
13373,EXO70C2
13374,AT5G64395
13375,AT4G26940
13376,INV-E
13377,SAUR21
13378,AT3G54100
13379,PFL
13380,AT3G16590
13381,AT2G25730
13382,CYP96A9
13383,AT3G11180
